batch_id,sample_id,moisture,ph,diastase_activity,h_m_f,collection_date,lab_id,analyst,region,quality_score,quality_category,compliance_status
BATCH_154,SAMPLE_000154,17.447263801387816,5.540422315280901,13.781847488956572,28.552026674066745,2024-01-07 09:00:00,LAB_D,Analyst_4,North,95.0,Premium,Compliant
BATCH_155,SAMPLE_000155,19.928252270553003,5.355834134645553,8.704462349664734,28.850910296294913,2024-01-07 10:00:00,LAB_B,Analyst_3,South,90.0,Excellent,Compliant
BATCH_156,SAMPLE_000156,16.210276357557504,5.758149918672924,9.679118789291612,32.986446491537635,2024-01-07 11:00:00,LAB_D,Analyst_3,East,90.0,Excellent,Compliant
BATCH_157,SAMPLE_000157,18.36067773702939,3.9758153158792213,8.993803928326958,38.72561242937853,2024-01-07 12:00:00,LAB_A,Analyst_4,West,90.0,Excellent,Compliant
BATCH_158,SAMPLE_000158,18.80809807664359,6.142612277596785,10.435589881075167,21.28012693217242,2024-01-07 13:00:00,LAB_D,Analyst_4,North,85.0,Good,Compliant
BATCH_159,SAMPLE_000159,16.188187719962,6.115530583235696,11.152456852337888,36.49486474694015,2024-01-07 14:00:00,LAB_A,Analyst_3,East,85.0,Good,Compliant
BATCH_160,SAMPLE_000160,18.6410817430593,3.5877418491036774,13.241784358743146,25.84766220824386,2024-01-07 15:00:00,LAB_B,Analyst_1,South,85.0,Good,Compliant
BATCH_161,SAMPLE_000161,16.838915663596268,5.977450251694288,12.55803309417172,28.878389090127556,2024-01-07 16:00:00,LAB_D,Analyst_3,West,95.0,Premium,Compliant
BATCH_162,SAMPLE_000162,18.161529152967898,3.886609602420336,12.346499972349019,20.43826657550018,2024-01-07 17:00:00,LAB_B,Analyst_1,West,90.0,Excellent,Compliant
BATCH_163,SAMPLE_000163,18.167648553804472,4.5053565627774255,10.466624626267581,26.02092155668626,2024-01-07 18:00:00,LAB_D,Analyst_2,North,100.0,Premium,Compliant
BATCH_164,SAMPLE_000164,17.678873420373794,5.730524768874823,13.89013287159332,30.05262485260261,2024-01-07 19:00:00,LAB_A,Analyst_2,West,95.0,Premium,Compliant
BATCH_165,SAMPLE_000165,15.451448850272042,3.9822796881449247,11.299010171787153,21.12352154694878,2024-01-07 20:00:00,LAB_A,Analyst_3,West,80.0,Good,Compliant
BATCH_166,SAMPLE_000166,19.17651247794619,5.953901072357187,14.85373456610608,29.8219145876633,2024-01-07 21:00:00,LAB_D,Analyst_1,West,90.0,Excellent,Compliant
BATCH_167,SAMPLE_000167,16.603900324858678,5.996402533873226,12.438994968070158,38.54221257716854,2024-01-07 22:00:00,LAB_A,Analyst_3,West,95.0,Premium,Compliant
BATCH_168,SAMPLE_000168,15.93259255199927,5.022403201282509,8.88385319095152,22.107864362156104,2024-01-07 23:00:00,LAB_B,Analyst_3,South,95.0,Premium,Compliant
BATCH_169,SAMPLE_000169,15.20387570777382,3.5191576151505006,12.733242934528038,35.28881456151009,2024-01-08 00:00:00,LAB_B,Analyst_1,East,80.0,Good,Compliant
BATCH_170,SAMPLE_000170,17.95446471594121,4.361114399524738,10.275728108021893,28.193421067519854,2024-01-08 01:00:00,LAB_C,Analyst_3,South,95.0,Premium,Compliant
BATCH_171,SAMPLE_000171,18.387821809211413,5.350780755127227,12.804290376802683,33.10347429048676,2024-01-08 02:00:00,LAB_A,Analyst_2,South,100.0,Premium,Compliant
BATCH_172,SAMPLE_000172,15.082939144639282,6.44355853408227,8.48748803713684,25.20473195970459,2024-01-08 03:00:00,LAB_B,Analyst_4,North,80.0,Good,Compliant
BATCH_173,SAMPLE_000173,17.560465291496406,5.395440581050005,9.224170060231716,23.189845250827165,2024-01-08 04:00:00,LAB_D,Analyst_4,West,100.0,Premium,Compliant
BATCH_174,SAMPLE_000174,16.13247887598969,4.2794107431924795,13.990160812340505,23.20925228542453,2024-01-08 05:00:00,LAB_A,Analyst_3,South,90.0,Excellent,Compliant
BATCH_175,SAMPLE_000175,18.22586395204725,5.402017109298834,9.590256899164604,21.40983891286289,2024-01-08 06:00:00,LAB_B,Analyst_1,West,100.0,Premium,Compliant
BATCH_176,SAMPLE_000176,15.871832145024957,5.1199561391475665,13.85928787670058,23.71293409802486,2024-01-08 07:00:00,LAB_A,Analyst_1,South,95.0,Premium,Compliant
BATCH_177,SAMPLE_000177,18.45468869051233,5.839536185453431,9.954932619180873,33.284387699779366,2024-01-08 08:00:00,LAB_D,Analyst_2,South,95.0,Premium,Compliant
BATCH_178,SAMPLE_000178,16.933676731502686,3.820941916480875,12.500173370410954,37.633812236870156,2024-01-08 09:00:00,LAB_B,Analyst_1,North,90.0,Excellent,Compliant
BATCH_179,SAMPLE_000179,19.683649943683672,5.7830837075060835,12.859054014568816,36.282513711823235,2024-01-08 10:00:00,LAB_C,Analyst_1,East,85.0,Good,Compliant
BATCH_180,SAMPLE_000180,15.687604720729967,5.123799736028331,11.58858327201537,33.70268619748968,2024-01-08 11:00:00,LAB_C,Analyst_2,East,95.0,Premium,Compliant
BATCH_181,SAMPLE_000181,16.705331755251294,6.388976011576984,10.13717473687712,22.208637268222052,2024-01-08 12:00:00,LAB_A,Analyst_3,South,90.0,Excellent,Compliant
BATCH_182,SAMPLE_000182,15.567367606202945,4.525616498116058,9.488510634597674,25.783748925918996,2024-01-08 13:00:00,LAB_D,Analyst_4,North,95.0,Premium,Compliant
BATCH_183,SAMPLE_000183,19.623468091392816,5.3978656794018445,8.232325481936984,26.19613750644938,2024-01-08 14:00:00,LAB_B,Analyst_2,West,90.0,Excellent,Compliant
BATCH_184,SAMPLE_000184,19.386696766904905,6.296084316530052,10.127624808685066,24.999138927952423,2024-01-08 15:00:00,LAB_D,Analyst_3,West,85.0,Good,Compliant
BATCH_185,SAMPLE_000185,16.28970813857578,3.8075291839720378,12.572139533718982,30.300113194194463,2024-01-08 16:00:00,LAB_B,Analyst_2,South,85.0,Good,Compliant
BATCH_186,SAMPLE_000186,18.299920230170894,6.311685461709353,14.56813372913938,30.71107629759345,2024-01-08 17:00:00,LAB_A,Analyst_3,East,90.0,Excellent,Compliant
BATCH_187,SAMPLE_000187,19.08611100100608,5.5636571669024395,14.098431375841365,27.137719503422204,2024-01-08 18:00:00,LAB_B,Analyst_2,North,90.0,Excellent,Compliant
BATCH_188,SAMPLE_000188,17.776004057997312,3.703511177315516,13.362453435747117,27.07578317472872,2024-01-08 19:00:00,LAB_D,Analyst_3,East,90.0,Excellent,Compliant
BATCH_189,SAMPLE_000189,17.648252891780032,4.402890700840449,13.519131402773091,36.57111195812163,2024-01-08 20:00:00,LAB_D,Analyst_2,West,95.0,Premium,Compliant
BATCH_190,SAMPLE_000190,16.209261454502258,5.624516265935845,12.654894324331966,35.78585696639371,2024-01-08 21:00:00,LAB_A,Analyst_3,East,90.0,Excellent,Compliant
BATCH_191,SAMPLE_000191,15.465513839029496,3.702051804406315,9.822008002962022,26.155916633614915,2024-01-08 22:00:00,LAB_D,Analyst_2,West,80.0,Good,Compliant
BATCH_192,SAMPLE_000192,19.486078789766633,5.24651138052882,14.350365214940808,38.27576887746518,2024-01-08 23:00:00,LAB_B,Analyst_4,North,95.0,Premium,Compliant
BATCH_193,SAMPLE_000193,19.502090285816653,4.53764917085887,12.69512618334084,39.05630034005012,2024-01-09 00:00:00,LAB_A,Analyst_4,North,90.0,Excellent,Compliant
BATCH_194,SAMPLE_000194,18.16550728636634,5.362746553302431,11.92308441686308,26.534850840600818,2024-01-09 01:00:00,LAB_B,Analyst_1,South,100.0,Premium,Compliant
BATCH_195,SAMPLE_000195,16.695148955243504,3.6372261014375384,8.776926284494367,27.088498975861096,2024-01-09 02:00:00,LAB_D,Analyst_3,South,90.0,Excellent,Compliant
BATCH_196,SAMPLE_000196,16.746047873063304,6.114610418457129,11.129388806644979,30.112683068439175,2024-01-09 03:00:00,LAB_A,Analyst_2,East,90.0,Excellent,Compliant
BATCH_197,SAMPLE_000197,18.6297783943512,6.420466907532191,11.222507898413484,38.82241625067347,2024-01-09 04:00:00,LAB_B,Analyst_3,North,85.0,Good,Compliant
BATCH_198,SAMPLE_000198,19.485551299762886,6.406633565857074,14.05194526665869,37.52638866284623,2024-01-09 05:00:00,LAB_D,Analyst_4,North,85.0,Good,Compliant
BATCH_199,SAMPLE_000199,19.435432121325587,5.748955495228774,11.826537541314519,22.051359251671798,2024-01-09 06:00:00,LAB_D,Analyst_3,South,90.0,Excellent,Compliant
BATCH_200,SAMPLE_000200,18.89937772928812,3.8902587203918957,10.662803842792869,27.854614865428324,2024-01-09 07:00:00,LAB_C,Analyst_2,West,85.0,Good,Compliant
BATCH_201,SAMPLE_000201,18.210158230771437,5.774789587787067,14.837602299574616,31.067423794995435,2024-01-09 08:00:00,LAB_D,Analyst_3,East,95.0,Premium,Compliant
BATCH_202,SAMPLE_000202,15.420699824975244,3.5737607493764045,8.77504415328421,30.0626494510308,2024-01-09 09:00:00,LAB_B,Analyst_2,East,80.0,Good,Compliant
BATCH_203,SAMPLE_000203,15.808143570473069,3.5663706545869918,10.957838998183613,23.877261358737854,2024-01-09 10:00:00,LAB_A,Analyst_4,South,85.0,Good,Compliant
BATCH_204,SAMPLE_000204,19.492770942635396,4.470830657448624,8.294172726199838,37.17633542336309,2024-01-09 11:00:00,LAB_C,Analyst_4,North,90.0,Excellent,Compliant
BATCH_205,SAMPLE_000205,18.032145298297948,4.965929571213997,13.179328845368513,33.538815659936745,2024-01-09 12:00:00,LAB_D,Analyst_4,South,100.0,Premium,Compliant
BATCH_206,SAMPLE_000206,15.045985258083148,5.811222253423379,14.426535865394055,36.75816749703607,2024-01-09 13:00:00,LAB_D,Analyst_1,South,85.0,Good,Compliant
BATCH_207,SAMPLE_000207,15.50735771433016,5.549886129819516,9.960261306853425,37.175285586989446,2024-01-09 14:00:00,LAB_D,Analyst_4,South,90.0,Excellent,Compliant
BATCH_208,SAMPLE_000208,18.317508845540278,4.8377081191302445,14.008391737593847,34.967117073314796,2024-01-09 15:00:00,LAB_B,Analyst_3,South,100.0,Premium,Compliant
BATCH_209,SAMPLE_000209,15.025307919231093,4.3208799988449975,10.045527613233284,28.784212024994346,2024-01-09 16:00:00,LAB_C,Analyst_1,West,85.0,Good,Compliant
BATCH_210,SAMPLE_000210,15.804040257087493,6.491373500473133,14.375391131507406,32.21093510030849,2024-01-09 17:00:00,LAB_B,Analyst_4,West,85.0,Good,Compliant
BATCH_211,SAMPLE_000211,17.74366894683293,4.7785439067079185,13.277733325177488,23.207308122394863,2024-01-09 18:00:00,LAB_C,Analyst_3,North,100.0,Premium,Compliant
BATCH_212,SAMPLE_000212,18.459475988463467,4.854161072989026,13.63434743789007,33.472908349498155,2024-01-09 19:00:00,LAB_A,Analyst_3,South,100.0,Premium,Compliant
BATCH_213,SAMPLE_000213,18.259806297513002,3.9908714635750075,8.126045889203182,23.585065114785614,2024-01-09 20:00:00,LAB_B,Analyst_3,West,90.0,Excellent,Compliant
BATCH_214,SAMPLE_000214,16.1213465473028,5.884428646249788,14.739672499518182,33.87899181020313,2024-01-09 21:00:00,LAB_B,Analyst_2,North,90.0,Excellent,Compliant
BATCH_215,SAMPLE_000215,18.56089610673768,5.581046677344466,13.086696944492264,24.591963215079375,2024-01-09 22:00:00,LAB_A,Analyst_1,South,90.0,Excellent,Compliant
BATCH_216,SAMPLE_000216,16.186245437484,4.162308838366281,10.133257667702933,22.3510260030044,2024-01-09 23:00:00,LAB_C,Analyst_3,East,90.0,Excellent,Compliant
BATCH_217,SAMPLE_000217,16.62699849079634,3.7471431368475283,13.805762654011929,23.30568980285915,2024-01-10 00:00:00,LAB_D,Analyst_2,West,90.0,Excellent,Compliant
BATCH_218,SAMPLE_000218,18.732457025590122,5.541497906224139,9.97064838890451,20.039842704381407,2024-01-10 01:00:00,LAB_A,Analyst_4,North,90.0,Excellent,Compliant
BATCH_219,SAMPLE_000219,18.248164495236075,5.463533642843405,14.109276876962895,34.3747923570706,2024-01-10 02:00:00,LAB_D,Analyst_3,East,100.0,Premium,Compliant
BATCH_220,SAMPLE_000220,19.24611705247089,4.319778580994628,8.788062732883558,34.64802098116758,2024-01-10 03:00:00,LAB_D,Analyst_2,South,90.0,Excellent,Compliant
BATCH_221,SAMPLE_000221,18.288064461501715,6.352590686751231,12.925801842225571,30.29866699826519,2024-01-10 04:00:00,LAB_A,Analyst_3,South,90.0,Excellent,Compliant
BATCH_222,SAMPLE_000222,17.841543016677356,3.9531736753427005,11.784889336514372,23.227256021107674,2024-01-10 05:00:00,LAB_C,Analyst_1,South,90.0,Excellent,Compliant
BATCH_223,SAMPLE_000223,15.468373839140462,4.797004403127806,8.675741291368086,21.671086750213796,2024-01-10 06:00:00,LAB_D,Analyst_1,West,90.0,Excellent,Compliant
BATCH_224,SAMPLE_000224,16.838579015297167,6.330847760502797,9.693256797811873,20.38257932874574,2024-01-10 07:00:00,LAB_A,Analyst_4,North,90.0,Excellent,Compliant
BATCH_225,SAMPLE_000225,16.326011838408625,4.759181950778367,8.086828253941203,23.314963539304415,2024-01-10 08:00:00,LAB_B,Analyst_3,East,95.0,Premium,Compliant
BATCH_226,SAMPLE_000226,16.219948216895418,5.415577842992256,11.28137575825154,37.81711069966293,2024-01-10 09:00:00,LAB_B,Analyst_2,North,95.0,Premium,Compliant
BATCH_227,SAMPLE_000227,19.86505277376223,4.692783193888383,10.108856825320004,24.830736834033637,2024-01-10 10:00:00,LAB_B,Analyst_4,West,90.0,Excellent,Compliant
BATCH_228,SAMPLE_000228,16.9654886233338,4.32264560704601,12.188502390084311,27.085426544344315,2024-01-10 11:00:00,LAB_A,Analyst_3,North,95.0,Premium,Compliant
BATCH_229,SAMPLE_000229,19.460232775885565,6.451932943879484,10.08066465396032,22.106909689626665,2024-01-10 12:00:00,LAB_B,Analyst_4,West,85.0,Good,Compliant
BATCH_230,SAMPLE_000230,18.155693129986314,4.728002018945129,10.099433780548893,24.447226094963405,2024-01-10 13:00:00,LAB_D,Analyst_2,South,100.0,Premium,Compliant
BATCH_231,SAMPLE_000231,18.97405651770824,6.182297611037403,13.202352391121224,30.384491415604103,2024-01-10 14:00:00,LAB_B,Analyst_4,East,85.0,Good,Compliant
BATCH_232,SAMPLE_000232,17.51318546552596,4.189863817673259,8.336999851848475,32.15505366191305,2024-01-10 15:00:00,LAB_B,Analyst_4,South,95.0,Premium,Compliant
BATCH_233,SAMPLE_000233,17.884519423131795,4.13931411207525,14.32026496634391,24.90704628332422,2024-01-10 16:00:00,LAB_D,Analyst_4,North,95.0,Premium,Compliant
BATCH_234,SAMPLE_000234,17.46258846909432,3.593402248653534,13.965847120738271,21.154643184502344,2024-01-10 17:00:00,LAB_B,Analyst_3,South,90.0,Excellent,Compliant
BATCH_235,SAMPLE_000235,15.976214938990223,5.455000476127655,12.674632782584846,27.82065738254797,2024-01-10 18:00:00,LAB_D,Analyst_2,East,95.0,Premium,Compliant
BATCH_236,SAMPLE_000236,18.612260576307527,4.605579031171283,12.15255099075169,24.68406741852668,2024-01-10 19:00:00,LAB_B,Analyst_1,South,95.0,Premium,Compliant
BATCH_237,SAMPLE_000237,16.40386181220428,6.093074749518911,14.246117486977566,24.39107846459604,2024-01-10 20:00:00,LAB_D,Analyst_3,East,85.0,Good,Compliant
BATCH_238,SAMPLE_000238,15.12157983215727,4.9196297200746715,9.297311256701,39.197256054269104,2024-01-10 21:00:00,LAB_B,Analyst_1,East,90.0,Excellent,Compliant
BATCH_239,SAMPLE_000239,18.22736147953584,6.404580283744165,8.5527841353358,32.326009718514484,2024-01-10 22:00:00,LAB_D,Analyst_1,South,90.0,Excellent,Compliant
BATCH_240,SAMPLE_000240,15.885553397035245,4.056576547109364,9.676571189366767,31.137568863441917,2024-01-10 23:00:00,LAB_A,Analyst_3,West,90.0,Excellent,Compliant
BATCH_241,SAMPLE_000241,19.70229292176457,6.105869503866833,13.56204795090133,28.315502070466437,2024-01-11 00:00:00,LAB_D,Analyst_3,North,80.0,Good,Compliant
BATCH_242,SAMPLE_000242,19.769642885012935,5.829790558375225,8.242691867085384,28.578886668602884,2024-01-11 01:00:00,LAB_B,Analyst_2,West,85.0,Good,Compliant
BATCH_243,SAMPLE_000243,19.57432195110224,5.812765533932156,12.079647845584427,30.818100076761617,2024-01-11 02:00:00,LAB_B,Analyst_2,West,85.0,Good,Compliant
BATCH_244,SAMPLE_000244,16.850793501277224,6.034349684350663,14.96806261333917,33.92859614072215,2024-01-11 03:00:00,LAB_C,Analyst_4,South,90.0,Excellent,Compliant
BATCH_245,SAMPLE_000245,15.077283082644337,5.7830719728289965,13.989872656862776,34.04292192363659,2024-01-11 04:00:00,LAB_D,Analyst_1,North,85.0,Good,Compliant
BATCH_246,SAMPLE_000246,19.641592812938626,5.378660964894246,11.650119823305126,23.433878154108992,2024-01-11 05:00:00,LAB_A,Analyst_2,North,90.0,Excellent,Compliant
BATCH_247,SAMPLE_000247,17.140920741586573,3.8937346330471625,8.445486365006497,30.00225504153254,2024-01-11 06:00:00,LAB_D,Analyst_4,West,90.0,Excellent,Compliant
BATCH_248,SAMPLE_000248,19.83327409521835,3.5975785384737557,13.819614600699968,28.23916190068204,2024-01-11 07:00:00,LAB_D,Analyst_2,South,80.0,Good,Compliant
BATCH_249,SAMPLE_000249,19.818099885446266,6.262543543447061,12.192849557240475,37.41053932538769,2024-01-11 08:00:00,LAB_A,Analyst_3,North,80.0,Good,Compliant
BATCH_250,SAMPLE_000250,19.2650472773368,5.349950943562214,8.804530979416969,32.628378424367526,2024-01-11 09:00:00,LAB_D,Analyst_2,West,95.0,Premium,Compliant
BATCH_251,SAMPLE_000251,16.47224446034793,5.889611872928529,8.657000993763493,30.650081328319636,2024-01-11 10:00:00,LAB_A,Analyst_1,North,90.0,Excellent,Compliant
BATCH_252,SAMPLE_000252,16.925488643009626,4.94456705453765,14.367387736056147,22.307892843578347,2024-01-11 11:00:00,LAB_A,Analyst_2,South,100.0,Premium,Compliant
BATCH_253,SAMPLE_000253,19.255683357584285,3.8519245668871833,12.684401840566549,32.11275778646823,2024-01-11 12:00:00,LAB_D,Analyst_1,South,85.0,Good,Compliant
BATCH_254,SAMPLE_000254,16.584610025781387,3.8755573766076514,13.805007595217289,22.344078113604667,2024-01-11 13:00:00,LAB_D,Analyst_3,South,90.0,Excellent,Compliant
BATCH_255,SAMPLE_000255,15.847463733430462,5.556695861686914,14.152852301975871,26.74413151131504,2024-01-11 14:00:00,LAB_B,Analyst_1,North,90.0,Excellent,Compliant
BATCH_256,SAMPLE_000256,17.78400631229175,4.790917684698388,12.002406464338256,22.856839296286637,2024-01-11 15:00:00,LAB_B,Analyst_2,East,100.0,Premium,Compliant
BATCH_257,SAMPLE_000257,19.680773870803904,4.10157418010101,11.622124462285289,33.84147294048738,2024-01-11 16:00:00,LAB_C,Analyst_4,North,85.0,Good,Compliant
BATCH_258,SAMPLE_000258,18.480148983374864,4.97478364022431,11.012991872246932,24.12504227672305,2024-01-11 17:00:00,LAB_C,Analyst_3,East,100.0,Premium,Compliant
BATCH_259,SAMPLE_000259,17.850305850446823,3.692626811225402,10.218626114537834,27.83718746376052,2024-01-11 18:00:00,LAB_D,Analyst_2,South,90.0,Excellent,Compliant
BATCH_260,SAMPLE_000260,15.485882468853843,5.245914205743196,11.042171726010983,37.91349555237557,2024-01-11 19:00:00,LAB_A,Analyst_3,West,90.0,Excellent,Compliant
BATCH_261,SAMPLE_000261,18.07503613349585,4.306980213305293,13.417157590111096,24.086327667979404,2024-01-11 20:00:00,LAB_C,Analyst_3,East,95.0,Premium,Compliant
BATCH_262,SAMPLE_000262,19.950269250521316,5.892677301911565,12.21346401710592,30.15610127917558,2024-01-11 21:00:00,LAB_D,Analyst_2,South,85.0,Good,Compliant
BATCH_263,SAMPLE_000263,15.70042007618262,4.431085876770721,14.247663029683922,28.38543322332044,2024-01-11 22:00:00,LAB_C,Analyst_2,South,90.0,Excellent,Compliant
BATCH_264,SAMPLE_000264,17.591648261818683,4.8656604472454035,11.103660100654313,20.362480820914595,2024-01-11 23:00:00,LAB_A,Analyst_4,East,100.0,Premium,Compliant
BATCH_265,SAMPLE_000265,19.386865359639778,3.534861619724302,12.249627051031279,35.85516227145625,2024-01-12 00:00:00,LAB_D,Analyst_3,West,85.0,Good,Compliant
BATCH_266,SAMPLE_000266,18.703843088771023,3.7173406633836765,12.41915287164392,21.380918126291995,2024-01-12 01:00:00,LAB_A,Analyst_3,South,85.0,Good,Compliant
BATCH_267,SAMPLE_000267,18.48507870497634,4.677480669220055,12.141880136144279,29.485100419539073,2024-01-12 02:00:00,LAB_D,Analyst_2,East,100.0,Premium,Compliant
BATCH_268,SAMPLE_000268,18.512420419935545,4.93981650415137,12.918436411598615,31.213565898779,2024-01-12 03:00:00,LAB_C,Analyst_1,West,95.0,Premium,Compliant
BATCH_269,SAMPLE_000269,16.797455756098778,5.300061644357911,9.662034278623644,32.568529132291744,2024-01-12 04:00:00,LAB_B,Analyst_2,West,100.0,Premium,Compliant
BATCH_270,SAMPLE_000270,16.467959221322467,4.37498773612791,11.586546442820534,33.77263258615751,2024-01-12 05:00:00,LAB_C,Analyst_3,South,90.0,Excellent,Compliant
BATCH_271,SAMPLE_000271,19.046805777392567,5.5849456583796275,8.729573619658433,25.0654476704543,2024-01-12 06:00:00,LAB_C,Analyst_2,North,90.0,Excellent,Compliant
BATCH_272,SAMPLE_000272,19.050566973395902,6.080367191567614,10.691579293513687,20.19957553316899,2024-01-12 07:00:00,LAB_B,Analyst_4,North,85.0,Good,Compliant
BATCH_273,SAMPLE_000273,19.33536159290052,5.839552966680049,11.413669480348851,34.46887324709824,2024-01-12 08:00:00,LAB_B,Analyst_1,South,90.0,Excellent,Compliant
BATCH_274,SAMPLE_000274,19.566202762782357,3.6188564760450714,12.565569816818307,30.713131986951574,2024-01-12 09:00:00,LAB_D,Analyst_2,West,80.0,Good,Compliant
BATCH_275,SAMPLE_000275,17.55671199430469,4.941520841773487,14.653717368103425,36.72235406414498,2024-01-12 10:00:00,LAB_D,Analyst_4,South,100.0,Premium,Compliant
BATCH_276,SAMPLE_000276,17.507581473435998,3.8147905352545246,12.20455746583849,36.42776725801389,2024-01-12 11:00:00,LAB_A,Analyst_3,East,90.0,Excellent,Compliant
BATCH_277,SAMPLE_000277,18.991475894833876,4.226135047587582,13.205157413235918,36.866523355757664,2024-01-12 12:00:00,LAB_A,Analyst_2,North,90.0,Excellent,Compliant
BATCH_278,SAMPLE_000278,18.249819653888824,6.459987779801439,11.54386241646642,29.701893199590803,2024-01-12 13:00:00,LAB_C,Analyst_3,East,90.0,Excellent,Compliant
BATCH_279,SAMPLE_000279,18.509834386288517,3.9274866287045396,12.438728219634319,26.672567916737314,2024-01-12 14:00:00,LAB_B,Analyst_4,South,85.0,Good,Compliant
BATCH_280,SAMPLE_000280,18.978963347180503,4.996664460354069,8.496525512936413,35.8311640518274,2024-01-12 15:00:00,LAB_A,Analyst_3,South,95.0,Premium,Compliant
BATCH_281,SAMPLE_000281,19.45002670908783,5.354467202954357,9.78074106589293,29.0258822605851,2024-01-12 16:00:00,LAB_C,Analyst_4,West,95.0,Premium,Compliant
BATCH_282,SAMPLE_000282,16.68997578425768,5.607394911632312,10.532971652435972,23.66884392806869,2024-01-12 17:00:00,LAB_B,Analyst_4,West,95.0,Premium,Compliant
BATCH_283,SAMPLE_000283,16.87791476319972,5.178946050460742,11.307453485045595,37.09948039122949,2024-01-12 18:00:00,LAB_D,Analyst_4,West,100.0,Premium,Compliant
BATCH_284,SAMPLE_000284,15.469909699204345,3.529312542257551,8.319541218516687,37.65119753544695,2024-01-12 19:00:00,LAB_C,Analyst_2,East,80.0,Good,Compliant
BATCH_285,SAMPLE_000285,17.89140070498087,4.479383924731976,8.980168682873224,29.3261951228034,2024-01-12 20:00:00,LAB_D,Analyst_3,West,95.0,Premium,Compliant
BATCH_286,SAMPLE_000286,15.17971136898371,5.053134930154134,9.93770015453914,21.51399454619575,2024-01-12 21:00:00,LAB_A,Analyst_3,South,90.0,Excellent,Compliant
BATCH_287,SAMPLE_000287,17.3279900906623,3.7635994974345,14.800728836307353,27.756521798338625,2024-01-12 22:00:00,LAB_A,Analyst_1,West,90.0,Excellent,Compliant
BATCH_288,SAMPLE_000288,17.713223173537884,4.551880793627542,10.319429049721355,36.070753189252066,2024-01-12 23:00:00,LAB_B,Analyst_1,North,100.0,Premium,Compliant
BATCH_289,SAMPLE_000289,16.43270626064142,3.5996093263741,11.374287406784578,38.03548057092458,2024-01-13 00:00:00,LAB_C,Analyst_1,West,85.0,Good,Compliant
BATCH_290,SAMPLE_000290,17.954166302845053,3.7357354914650625,9.37268398916875,24.069454849951917,2024-01-13 01:00:00,LAB_D,Analyst_1,East,90.0,Excellent,Compliant
BATCH_291,SAMPLE_000291,15.152501249695247,4.690769828604788,12.275460497530378,21.33947224050543,2024-01-13 02:00:00,LAB_B,Analyst_3,North,90.0,Excellent,Compliant
BATCH_292,SAMPLE_000292,15.186740943746072,3.8981472621291813,9.96478250861182,37.54700906265677,2024-01-13 03:00:00,LAB_A,Analyst_4,North,80.0,Good,Compliant
BATCH_293,SAMPLE_000293,19.113002803298293,5.202622544784674,9.448948049068987,27.788098779577506,2024-01-13 04:00:00,LAB_A,Analyst_4,North,95.0,Premium,Compliant
BATCH_294,SAMPLE_000294,16.800953207056313,5.568394907411797,11.616008399121853,30.835219285351265,2024-01-13 05:00:00,LAB_C,Analyst_2,East,95.0,Premium,Compliant
BATCH_295,SAMPLE_000295,15.635302563259424,5.901760097327249,8.038540594122946,39.361316241015174,2024-01-13 06:00:00,LAB_D,Analyst_4,South,90.0,Excellent,Compliant
BATCH_296,SAMPLE_000296,17.611216300274023,4.10045073273443,8.053648228544578,21.33129455828446,2024-01-13 07:00:00,LAB_C,Analyst_3,West,95.0,Premium,Compliant
BATCH_297,SAMPLE_000297,18.849967765493055,4.002447746777209,9.533481663713005,32.96636014904191,2024-01-13 08:00:00,LAB_D,Analyst_3,North,90.0,Excellent,Compliant
BATCH_298,SAMPLE_000298,16.079105137484216,3.813703521003201,8.257049537505749,21.482108451497343,2024-01-13 09:00:00,LAB_D,Analyst_3,North,85.0,Good,Compliant
BATCH_299,SAMPLE_000299,18.114452379095002,5.4092907486309105,8.75618027891484,27.509378569330007,2024-01-13 10:00:00,LAB_C,Analyst_2,North,100.0,Premium,Compliant
BATCH_300,SAMPLE_000300,15.42673732496884,5.619427179460704,10.37202454537126,36.07629090386894,2024-01-13 11:00:00,LAB_B,Analyst_1,South,85.0,Good,Compliant
BATCH_301,SAMPLE_000301,15.258408605843039,3.594758434476926,13.61809975705869,28.669444655112688,2024-01-13 12:00:00,LAB_C,Analyst_4,South,80.0,Good,Compliant
BATCH_302,SAMPLE_000302,17.65677315784074,6.308636738731069,12.004340503585105,39.94364707805901,2024-01-13 13:00:00,LAB_C,Analyst_3,East,90.0,Excellent,Compliant
BATCH_303,SAMPLE_000303,17.703175608050532,3.655913850954417,11.588674081694915,31.181185698932044,2024-01-13 14:00:00,LAB_A,Analyst_3,South,90.0,Excellent,Compliant
BATCH_304,SAMPLE_000304,18.187149507491032,5.123889005903211,10.054421762456851,26.42324305271907,2024-01-13 15:00:00,LAB_A,Analyst_1,West,100.0,Premium,Compliant
BATCH_305,SAMPLE_000305,18.630456668613306,5.627181558352749,14.522276036029716,24.402226518095063,2024-01-13 16:00:00,LAB_C,Analyst_3,East,90.0,Excellent,Compliant
BATCH_306,SAMPLE_000306,19.879260397312674,6.112907371238257,10.779105288660341,27.010410685723237,2024-01-13 17:00:00,LAB_C,Analyst_4,East,80.0,Good,Compliant
BATCH_307,SAMPLE_000307,17.581501741505978,5.6422607963972835,8.6096493675704,27.450665475191016,2024-01-13 18:00:00,LAB_A,Analyst_2,West,95.0,Premium,Compliant
